Main_FPI,Related_FPI,Score,Direction,Necessity,Context_Usage,Extracted_Context_From_Related_FPI,Why_It_Is_Needed_For_Testcase_Generation,Confidence,Evidence,Feature_Path
DMS-7_DRIVER_GAZE_ESTIMATION,AUD-2_A2B_Network_2_configuration_via_diagnostics,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Audio/AUD-2_A2B_Network_2_configuration_via_diagnostics/
DMS-7_DRIVER_GAZE_ESTIMATION,AVAS_1_AVAS_switch_off_speed_configuration_via_Diagnostics,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Audio/AVAS_1_AVAS_switch_off_speed_configuration_via_Diagnostics/
DMS-7_DRIVER_GAZE_ESTIMATION,Diagnostics_Test_Tone_Generator,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Audio/Diagnostics_Test_Tone_Generator/
DMS-7_DRIVER_GAZE_ESTIMATION,ESE-1_ESE_BEV_Management_Diagnostics,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Audio/ESE-1_ESE_BEV_Management_Diagnostics/
DMS-7_DRIVER_GAZE_ESTIMATION,FAD-1_Calibration,-2,Upstream,High,"Setup, Activation",Calibration parameters and tolerances,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Audio/FAD-1_Calibration/
DMS-7_DRIVER_GAZE_ESTIMATION,FAD-2_Calibration,-2,Upstream,High,"Setup, Activation",Calibration parameters and tolerances,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Audio/FAD-2_Calibration/
DMS-7_DRIVER_GAZE_ESTIMATION,FAD-2 Calibration,-2,Upstream,High,"Setup, Activation",Calibration parameters and tolerances,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Audio/FAD-2 Calibration/
DMS-7_DRIVER_GAZE_ESTIMATION,FAD-4_Proxi_Parameters,-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Audio/FAD-4_Proxi_Parameters/
DMS-7_DRIVER_GAZE_ESTIMATION,FAD-7_Flat_Audio_Calibration,-2,Upstream,High,"Setup, Activation",Calibration parameters and tolerances,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Audio/FAD-7_Flat_Audio_Calibration/
DMS-7_DRIVER_GAZE_ESTIMATION,Speech_Dialog_and_Readout_Sources,1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Speech_Dialog_and_Readout_Sources testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Audio/Speech_Dialog_and_Readout_Sources/
DMS-7_DRIVER_GAZE_ESTIMATION,Engineering_Test_Parameters,-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Connectivity/Engineering_Test_Parameters/
DMS-7_DRIVER_GAZE_ESTIMATION,Power_Management,-3,Upstream,Critical,"Precondition, Setup",Power state and voltage requirements,Critical upstream dependency for testcase preconditions,Confirmed,Required for DMS-7_DRIVER_GAZE_ESTIMATION testcase setup,SRS Export/SRS Export/SRS_Connectivity/Power_Management/
DMS-7_DRIVER_GAZE_ESTIMATION,Quality_of_Service,1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Quality_of_Service testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Connectivity/Quality_of_Service/
DMS-7_DRIVER_GAZE_ESTIMATION,A2B_Network_1_-_Master_to_Sub_0_-_Defective_node_or_wrong_software_parameter_(0xD81094),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Master_to_Sub_0_-_Defective_node_or_wrong_software_parameter_(0xD81094)/
DMS-7_DRIVER_GAZE_ESTIMATION,A2B_Network_1_-_Sub_0_to_Sub_1-_Defective_node_or_wrong_software_parameter_(0xD81494),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_1_-_Sub_0_to_Sub_1-_Defective_node_or_wrong_software_parameter_(0xD81494)/
DMS-7_DRIVER_GAZE_ESTIMATION,A2B_Network_2_-_Master_to_Sub_0_-_Defective_node_or_wrong_software_parameter_(0xD82094),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Master_to_Sub_0_-_Defective_node_or_wrong_software_parameter_(0xD82094)/
DMS-7_DRIVER_GAZE_ESTIMATION,A2B_Network_2_-_Sub_0_to_Sub_1_-_Defective_node_or_wrong_software_parameter_(0xD82494),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_0_to_Sub_1_-_Defective_node_or_wrong_software_parameter_(0xD82494)/
DMS-7_DRIVER_GAZE_ESTIMATION,A2B_Network_2_-_Sub_1_to_Sub_2_-_Defective_node_or_wrong_software_parameter_(0xD82894),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_1_to_Sub_2_-_Defective_node_or_wrong_software_parameter_(0xD82894)/
DMS-7_DRIVER_GAZE_ESTIMATION,A2B_Network_2_-_Sub_2_to_Sub_3_-_Defective_node_or_wrong_software_parameter_(0xD82C94),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/A2B_Network_2_-_Sub_2_to_Sub_3_-_Defective_node_or_wrong_software_parameter_(0xD82C94)/
DMS-7_DRIVER_GAZE_ESTIMATION,Active_suspension_parameters  ($2032),-2,Upstream,High,"Setup, Activation",General system context,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/Active_suspension_parameters  ($2032)/
DMS-7_DRIVER_GAZE_ESTIMATION,AIRQUALITY($052D),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,AIRQUALITY($052D) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/AIRQUALITY($052D)/
DMS-7_DRIVER_GAZE_ESTIMATION,Authenticated_Diagnostics_-_Active_Roles,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Diagnostics/Authenticated_Diagnostics_-_Active_Roles/
DMS-7_DRIVER_GAZE_ESTIMATION,Authenticated_Diagnostics_-_Disallowed_Certificate_List,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Diagnostics/Authenticated_Diagnostics_-_Disallowed_Certificate_List/
DMS-7_DRIVER_GAZE_ESTIMATION,Authenticated_Diagnostics_-_Previous_Access,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Diagnostics/Authenticated_Diagnostics_-_Previous_Access/
DMS-7_DRIVER_GAZE_ESTIMATION,Channel_1_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940092),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Channel_1_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940092) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/Channel_1_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940092)/
DMS-7_DRIVER_GAZE_ESTIMATION,Channel_2_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940192),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Channel_2_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940192) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/Channel_2_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940192)/
DMS-7_DRIVER_GAZE_ESTIMATION,Channel_3_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940292),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Channel_3_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940292) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/Channel_3_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940292)/
DMS-7_DRIVER_GAZE_ESTIMATION,Channel_4_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940392),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Channel_4_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940392) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/Channel_4_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940392)/
DMS-7_DRIVER_GAZE_ESTIMATION,Channel_5_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940492),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Channel_5_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940492) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/Channel_5_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940492)/
DMS-7_DRIVER_GAZE_ESTIMATION,Channel_6_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940592),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Channel_6_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940592) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/Channel_6_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940592)/
DMS-7_DRIVER_GAZE_ESTIMATION,Channel_7_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940692),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Channel_7_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940692) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/Channel_7_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940692)/
DMS-7_DRIVER_GAZE_ESTIMATION,Channel_8_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940792),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,Channel_8_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940792) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/Channel_8_Loudspeaker_Output_-_Performance_or_incorrect_operation_(0x940792)/
DMS-7_DRIVER_GAZE_ESTIMATION,Diagnostics,-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Diagnostics/Diagnostics/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_Ce_pct_EyeClosedQualityDegTh_($FE43),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,DMS_-_Ce_pct_EyeClosedQualityDegTh_($FE43) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_pct_EyeClosedQualityDegTh_($FE43)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_Ce_pct_EyeClosedQualityNNTh_($FE4C),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,DMS_-_Ce_pct_EyeClosedQualityNNTh_($FE4C) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_pct_EyeClosedQualityNNTh_($FE4C)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_Ce_pct_EyeGazeQualityDegTh ($FE41),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,DMS_-_Ce_pct_EyeGazeQualityDegTh ($FE41) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_pct_EyeGazeQualityDegTh ($FE41)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_Ce_pct_EyeGazeQualityNNTh_($FE4A),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,DMS_-_Ce_pct_EyeGazeQualityNNTh_($FE4A) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_pct_EyeGazeQualityNNTh_($FE4A)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_Ce_pct_HeadTrackQualityDegTh_($FE42),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,DMS_-_Ce_pct_HeadTrackQualityDegTh_($FE42) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_pct_HeadTrackQualityDegTh_($FE42)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_Ce_pct_HeadTrackQualityNNTh_($FE4B),1,Downstream,Low,FailureCheck,General gaze estimation context,Optional downstream dependency,Probable,DMS_-_Ce_pct_HeadTrackQualityNNTh_($FE4B) testcase optionally uses DMS-7_DRIVER_GAZE_ESTIMATION context,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_pct_HeadTrackQualityNNTh_($FE4B)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_Ce_t_DebounceTimeDTC_($FE48),-1,Upstream,Low,Constraint,DMS system status and operational state,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_Ce_t_DebounceTimeDTC_($FE48)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_DEBUG_MESSAGES_ACTIVATION_STATUS ($FE50),-3,Upstream,Critical,"Precondition, Setup",DMS system status and operational state,Critical upstream dependency for testcase preconditions,Confirmed,Required for DMS-7_DRIVER_GAZE_ESTIMATION testcase setup,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_DEBUG_MESSAGES_ACTIVATION_STATUS ($FE50)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_DMS_SETTINGS_ACTIVATION_STATUS_($FE51),-3,Upstream,Critical,"Precondition, Setup",DMS system status and operational state,Critical upstream dependency for testcase preconditions,Confirmed,Required for DMS-7_DRIVER_GAZE_ESTIMATION testcase setup,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_DMS_SETTINGS_ACTIVATION_STATUS_($FE51)/
DMS-7_DRIVER_GAZE_ESTIMATION,DMS_-_POWER-RELATED_ERRORS_(0xD90001),-3,Upstream,Critical,"Precondition, Setup",DMS system status and operational state; Power state and voltage requirements,Critical upstream dependency for testcase preconditions,Confirmed,Required for DMS-7_DRIVER_GAZE_ESTIMATION testcase setup,SRS Export/SRS Export/SRS_Diagnostics/DMS_-_POWER-RELATED_ERRORS_(0xD90001)/
DMS-7_DRIVER_GAZE_ESTIMATION,DTCFailureType  ($6082),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Diagnostics/DTCFailureType  ($6082)/
DMS-7_DRIVER_GAZE_ESTIMATION,ECU_Time_first_DTC_detection_(EEPROM)  ($200B),-1,Upstream,Low,Constraint,General system context,Optional upstream dependency,Probable,Supporting context for DMS-7_DRIVER_GAZE_ESTIMATION testcase,SRS Export/SRS Export/SRS_Diagnostics/ECU_Time_first_DTC_detection_(EEPROM)  ($200B)/
DMS-7_DRIVER_GAZE_ESTIMATION,ECU_time_stamps_from_KeyOn_(EEPROM)  ($2009),-2,Upstream,High,"Setup, Activation",Ignition status and key position,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/ECU_time_stamps_from_KeyOn_(EEPROM)  ($2009)/
DMS-7_DRIVER_GAZE_ESTIMATION,ECU_time_stamps_from_KeyOn_(RAM)_($1009),-2,Upstream,High,"Setup, Activation",Ignition status and key position,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/ECU_time_stamps_from_KeyOn_(RAM)_($1009)/
DMS-7_DRIVER_GAZE_ESTIMATION,ECU_Time_Stamps_from_KeyOn_first_DTC_detection_(EEPROM)  ($200C),-2,Upstream,High,"Setup, Activation",Ignition status and key position,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/ECU_Time_Stamps_from_KeyOn_first_DTC_detection_(EEPROM)  ($200C)/
DMS-7_DRIVER_GAZE_ESTIMATION,EOL_Calibration_Pattern_Height_-_FL_($FE7A),-2,Upstream,High,"Setup, Activation",Calibration parameters and tolerances,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/EOL_Calibration_Pattern_Height_-_FL_($FE7A)/
DMS-7_DRIVER_GAZE_ESTIMATION,EOL_Calibration_Pattern_Height_-_FR_($FE7B),-2,Upstream,High,"Setup, Activation",Calibration parameters and tolerances,High priority upstream dependency,Confirmed,Important for DMS-7_DRIVER_GAZE_ESTIMATION testcase activation,SRS Export/SRS Export/SRS_Diagnostics/EOL_Calibration_Pattern_Height_-_FR_($FE7B)/
