Main_FPI,Related_FPI,Score,Direction,Necessity,Context_Usage,Extracted_Context_From_Related_FPI,Why_It_Is_Needed_For_Testcase_Generation,Confidence,Evidence
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/PRK-4_Camera_View_Warning_calibration_(only_for_Surround_View)/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/PRK-6_Parking_sensors_and_rear_gear_audio_behaviours/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/PRK-6_PARKING_SOUNDS_MANAGEMENT/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/PRK-8_Â Bird_View_Camera_View_Buttons/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/PRK-8Â Bird_View_Camera_View_Buttons/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/PRK_1_Parking_view_automatic_activation_use_cases/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/PRK_1Â Rear_Camera_configuration/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/Rearview_Camera/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/Rear_Cross_Traffic_Alert_-_FrontÂ Audio/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/Rear_Cross_Traffic_Alert_-_Rear_Audio/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/Rear_Cross_Traffic_Alert_-_Visual_&_Audio/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-3_Brightness/,3,Downstream,Critical,ExpectedResult; Verification,"Display rendering, visual feedback, screen updates",Energy Manettino display output must be verified through HMI display systems,Confirmed,HMI display integration requirement
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-48_Adaptive_Cruise_Control_Distance_setting/,-2,Upstream,High,Precondition; Setup,"ACC active status, speed control mode",ACC affects energy efficiency and consumption patterns displayed,Probable,ADAS energy impact
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-67-Long_Parking_-_HMI_settings/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-67-Long_Parking_-Â SOMEIP_Service_Logic/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-67-L_ong_Parking_-_HMI_settings/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-67-L_ong_Parking_-Â SOMEIP_Service_Logic/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-67_Long_Parking/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-91_Camera_Activation_Control/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SET-F247_Parking_Lights/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/SOMEIP_Services_for_EV_Navigation_via_projection/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/Status_bar/,3,Downstream,Critical,ExpectedResult; Verification,"Display rendering, visual feedback, screen updates",Energy Manettino display output must be verified through HMI display systems,Confirmed,HMI display integration requirement
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/VFI-F165_Vehicle_Manettino/,-2,Upstream,High,Precondition; Setup,"Vehicle driving mode, performance settings",Vehicle Manettino mode affects energy consumption patterns displayed in Energy Manettino,Confirmed,Related manettino control dependency
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/VFI-F174_GPS_Information_management/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/VFI-F804_State_of_Battery/,-3,Upstream,Critical,Precondition; Setup; TestcaseDescription,"Battery health, remaining capacity, charging state",Energy Manettino displays battery state information - mandatory for energy management testcases,Confirmed,Core energy display dependency
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/VFI-F904_EV_Navigation_via_projection/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_HMI Software/Visualization_Area/,3,Downstream,Critical,ExpectedResult; Verification,"Display rendering, visual feedback, screen updates",Energy Manettino display output must be verified through HMI display systems,Confirmed,HMI display integration requirement
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F020_Speedometer/,2,Downstream,High,ExpectedResult; Verification,"Range calculation consistency, energy efficiency metrics",Energy Manettino data should be consistent with instrument cluster energy displays,Probable,Cross-display consistency requirement
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F023_Total_Odometer/,2,Downstream,High,ExpectedResult; Verification,"Range calculation consistency, energy efficiency metrics",Energy Manettino data should be consistent with instrument cluster energy displays,Probable,Cross-display consistency requirement
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F024_Range_Estimation/,2,Downstream,High,ExpectedResult; Verification,"Range calculation consistency, energy efficiency metrics",Energy Manettino data should be consistent with instrument cluster energy displays,Probable,Cross-display consistency requirement
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F027_Position_Lights_DRL_and_Parking_Lights_Management/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F163_Trip_Computer/,2,Downstream,High,ExpectedResult; Verification,"Range calculation consistency, energy efficiency metrics",Energy Manettino data should be consistent with instrument cluster energy displays,Probable,Cross-display consistency requirement
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F252_Electric_Parking_Brake/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F275_Electric_Parking_Brake_Warning_Release/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F534_Adaptive_Cruise_Control_Management/,-2,Upstream,High,Precondition; Setup,"ACC active status, speed control mode",ACC affects energy efficiency and consumption patterns displayed,Probable,ADAS energy impact
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F804_High_Voltage_Battery/,-3,Upstream,Critical,Precondition; Setup; TestcaseDescription,"Battery state, SOC level, charging status, temperature",Energy Manettino must display current battery information - critical for all energy-related testcases,Confirmed,Direct energy system dependency
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F805_High_Voltage_HVAC_&_H2O_Circuit/,-2,Upstream,High,Precondition; Setup,"HVAC power consumption, climate control status",Climate system significantly impacts energy consumption shown in Energy Manettino,Confirmed,Major energy consumer dependency
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Instrument Cluster/VEH-F810_E-Drive_Management/,-3,Upstream,Critical,Precondition; Setup; Activation,"Electric drive status, power delivery, regeneration mode",Energy Manettino shows e-drive efficiency and power flow - critical for energy testcases,Confirmed,Electric powertrain integration
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/ADAS_(Advanced_Driver_Assistant_Systems)_and_ADAS_Map/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Cancel_Maps_at_EOL/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/General_Navigation_features/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/License_activation/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/MAP-1_Navigation_warnings_-_speed_limit_sign/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/MAP-2_Positioning/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/MAP-3_Dead_reckoning/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/MAP-4_Vehicle_heading/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/MAP-5_ADASIS/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/MAP-6_Air_Quality_System_(AQS)/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/MAP-7_Map_License_Management/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Maps/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Maps_&_ADASIS_availability_conditions/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Map_addition/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Map_update/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Navigation_Main_screen/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Navigation_Settings/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Navigator-related_TSR_information's_published_by_IDC/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Navi_and_maps/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Navigation/Pseudo-TSR_message_for_countries_without_navigator/,1,Downstream,Low,ExpectedResult,Route optimization based on energy efficiency,Navigation might use energy consumption data for route planning,Probable,Energy-aware navigation feature
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_System Architecture/Audio_Components_Â _Â _Â _Audio_Components/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_System Architecture/Automated_Parking_Â _Â _Â _Automated_Parking/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_System Architecture/Cameras_Configuration_Â _Â _Â _Cameras_Configuration/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_System Architecture/Displays_Physical_Commands_for_Central_Display_-_Climate/,-2,Upstream,High,Precondition; Setup,"HVAC power consumption, climate control status",Climate system significantly impacts energy consumption shown in Energy Manettino,Confirmed,Major energy consumer dependency
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_System Architecture/Displays_Physical_commands_forÂ Rear_Display_-_Climate/,-2,Upstream,High,Precondition; Setup,"HVAC power consumption, climate control status",Climate system significantly impacts energy consumption shown in Energy Manettino,Confirmed,Major energy consumer dependency
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_System Architecture/Extra_cameras_(Nice_to_Have)_Â _Â _Â _Extra_cameras_(Nice_to_Have)/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_System Architecture/In_cabin_cameras_Â _Â _Â _In_cabin_cameras/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/AM_HD_Radio_(MPS_Only)skip_Functionality/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/Internet_Radio/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/Japan_Radio/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-0_Radio_Management_Introduction/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-19_Radio_Text/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-23_HD_Radio_OnOff/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-24_HD_Radio_Blending/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-25_HD_Radio_Only/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-26_FM_HD_Radio_(MPSSPS)_Skip/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-27_AM_HD_Radio_(MPS_only)_Skip/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-28_HD_Radio_Service_lost/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-29_HD_Radio_Station_metadata_(SISSIG)/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-30_HD_Radio_Station_Indicator/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-31_HD_Radio_SPS_channel/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-32_HD_Radio_Artist_Experience/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-33_HD_Radio_Ballgame_mode/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-34_HD_Radio_PSDProgram_Info/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-35_HD_Radio_Station_Seek_updown/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-36_HD_Radio_Scan/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-37_HD_Radio_Station_List/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
SRS Export/SRS Export/SRS_HMI Software/VFI-F164_Energy_Manettino/,SRS Export/SRS Export/SRS_Tuner/RAD-52_Radio_OnOff/,-1,Upstream,Low,Constraint,Optional system power consumption,Feature may contribute to overall energy consumption shown in Energy Manettino,Probable,Minor energy consumer
